Order,PID,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,SalePrice
24.0,527402200.0,20.0,64.8,11241.0,6.0,7.0,1970.0,1970.0,180.0,578.0,0.0,426.0,1004.0,1004.0,0.0,0.0,1004.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,1.0,1970.0,2.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,3.0,2010.0,149000.0
25.0,527402250.0,20.0,64.8,12537.0,5.0,6.0,1971.0,2008.0,0.0,734.0,0.0,344.0,1078.0,1078.0,0.0,0.0,1078.0,1.0,0.0,1.0,1.0,3.0,1.0,6.0,1.0,1971.0,2.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,149900.0
26.0,527403020.0,20.0,65.0,8450.0,5.0,6.0,1968.0,1968.0,0.0,775.0,0.0,281.0,1056.0,1056.0,0.0,0.0,1056.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,1.0,1968.0,1.0,304.0,0.0,85.0,184.0,0.0,0.0,0.0,0.0,7.0,2010.0,142000.0
27.0,527404120.0,20.0,70.0,8400.0,4.0,5.0,1970.0,1970.0,0.0,804.0,78.0,0.0,882.0,882.0,0.0,0.0,882.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1970.0,2.0,525.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,126000.0
28.0,527425090.0,20.0,70.0,10500.0,4.0,5.0,1971.0,1971.0,0.0,432.0,0.0,432.0,864.0,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,1.0,1978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,115000.0
29.0,527427230.0,120.0,26.0,5858.0,7.0,5.0,1999.0,1999.0,0.0,1051.0,0.0,354.0,1405.0,1337.0,0.0,0.0,1337.0,1.0,0.0,2.0,0.0,2.0,1.0,5.0,1.0,1999.0,2.0,511.0,203.0,68.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,184000.0
30.0,527451180.0,160.0,21.0,1680.0,6.0,5.0,1971.0,1971.0,504.0,156.0,0.0,327.0,483.0,483.0,504.0,0.0,987.0,0.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,1971.0,1.0,264.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2010.0,96000.0
31.0,527451330.0,160.0,21.0,1680.0,5.0,5.0,1971.0,1971.0,492.0,300.0,0.0,225.0,525.0,525.0,567.0,0.0,1092.0,0.0,0.0,1.0,1.0,3.0,1.0,6.0,0.0,1997.0,1.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2010.0,105500.0
32.0,527451410.0,160.0,21.0,1680.0,6.0,5.0,1971.0,1971.0,381.0,0.0,0.0,525.0,525.0,525.0,567.0,0.0,1092.0,0.0,0.0,1.0,1.0,3.0,1.0,6.0,0.0,1971.0,1.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2010.0,88000.0
33.0,527452190.0,120.0,53.0,4043.0,6.0,5.0,1977.0,1977.0,0.0,360.0,0.0,709.0,1069.0,1069.0,0.0,0.0,1069.0,0.0,0.0,2.0,0.0,2.0,1.0,4.0,1.0,1977.0,2.0,440.0,0.0,55.0,0.0,0.0,165.0,0.0,0.0,7.0,2010.0,127500.0
34.0,527453130.0,160.0,24.0,2280.0,6.0,6.0,1975.0,1975.0,0.0,514.0,0.0,341.0,855.0,855.0,601.0,0.0,1456.0,0.0,0.0,2.0,1.0,3.0,1.0,6.0,1.0,1975.0,2.0,440.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,149900.0
35.0,527453150.0,120.0,24.0,2280.0,7.0,6.0,1975.0,1975.0,0.0,0.0,0.0,836.0,836.0,836.0,0.0,0.0,836.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1975.0,1.0,308.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,120000.0
36.0,527454200.0,160.0,24.0,2280.0,6.0,5.0,1978.0,1978.0,0.0,311.0,0.0,544.0,855.0,855.0,601.0,0.0,1456.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,1978.0,2.0,440.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2010.0,146000.0
37.0,528108120.0,60.0,102.0,12858.0,9.0,5.0,2009.0,2010.0,162.0,0.0,0.0,1590.0,1590.0,1627.0,707.0,0.0,2334.0,0.0,0.0,2.0,1.0,3.0,1.0,10.0,1.0,2009.0,3.0,751.0,144.0,133.0,0.0,0.0,0.0,0.0,0.0,1.0,2010.0,376162.0
38.0,528112020.0,20.0,98.0,11478.0,8.0,5.0,2007.0,2008.0,200.0,1218.0,0.0,486.0,1704.0,1704.0,0.0,0.0,1704.0,1.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,2008.0,3.0,772.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,306000.0
39.0,528120060.0,20.0,83.0,10159.0,9.0,5.0,2009.0,2010.0,450.0,1646.0,0.0,284.0,1930.0,1940.0,0.0,0.0,1940.0,1.0,0.0,2.0,1.0,3.0,1.0,8.0,1.0,2010.0,3.0,606.0,168.0,95.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,395192.0
40.0,528120090.0,20.0,94.0,12883.0,8.0,5.0,2009.0,2010.0,256.0,0.0,0.0,1544.0,1544.0,1544.0,0.0,0.0,1544.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,0.0,2009.0,3.0,868.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,290941.0
41.0,528120100.0,20.0,95.0,12182.0,7.0,5.0,2005.0,2005.0,226.0,1201.0,0.0,340.0,1541.0,1541.0,0.0,0.0,1541.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,2005.0,2.0,532.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,220000.0
42.0,528120120.0,20.0,90.0,11520.0,9.0,5.0,2005.0,2005.0,615.0,110.0,0.0,1588.0,1698.0,1698.0,0.0,0.0,1698.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,2005.0,3.0,730.0,192.0,74.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,275000.0
43.0,528138020.0,20.0,79.0,14122.0,8.0,5.0,2005.0,2006.0,240.0,28.0,0.0,1794.0,1822.0,1822.0,0.0,0.0,1822.0,0.0,0.0,2.0,0.0,3.0,1.0,8.0,1.0,2005.0,3.0,678.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,2.0,2010.0,259000.0
44.0,528138060.0,20.0,70.0,10171.0,7.0,5.0,2004.0,2004.0,168.0,2.0,0.0,1515.0,1517.0,1535.0,0.0,0.0,1535.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,0.0,2004.0,2.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2010.0,214000.0
45.0,528150070.0,20.0,100.0,12919.0,9.0,5.0,2009.0,2010.0,760.0,2188.0,0.0,142.0,2330.0,2364.0,0.0,0.0,2364.0,1.0,0.0,2.0,1.0,2.0,1.0,11.0,2.0,2009.0,3.0,820.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,3.0,2010.0,611657.0
46.0,528175010.0,120.0,44.0,6371.0,7.0,5.0,2009.0,2010.0,128.0,733.0,0.0,625.0,1358.0,1358.0,0.0,0.0,1358.0,1.0,0.0,2.0,0.0,2.0,1.0,6.0,1.0,2010.0,2.0,484.0,192.0,35.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,224000.0
47.0,528176010.0,20.0,110.0,14300.0,9.0,5.0,2003.0,2004.0,1095.0,1373.0,0.0,1473.0,2846.0,2696.0,0.0,0.0,2696.0,1.0,0.0,2.0,1.0,3.0,1.0,10.0,2.0,2003.0,3.0,958.0,220.0,150.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,500000.0
48.0,528176070.0,60.0,105.0,13650.0,8.0,5.0,2002.0,2002.0,232.0,578.0,0.0,1093.0,1671.0,1687.0,563.0,0.0,2250.0,1.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,2002.0,3.0,756.0,238.0,130.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,320000.0
49.0,528180070.0,120.0,61.0,7658.0,9.0,5.0,2005.0,2005.0,412.0,456.0,0.0,1296.0,1752.0,1752.0,0.0,0.0,1752.0,1.0,0.0,2.0,0.0,2.0,1.0,6.0,1.0,2005.0,2.0,576.0,196.0,82.0,0.0,0.0,0.0,0.0,0.0,2.0,2010.0,319900.0
50.0,528181050.0,120.0,41.0,7132.0,8.0,5.0,2006.0,2006.0,178.0,24.0,0.0,1346.0,1370.0,1370.0,0.0,0.0,1370.0,0.0,0.0,2.0,0.0,2.0,1.0,6.0,1.0,2006.0,2.0,484.0,120.0,49.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,205000.0
51.0,528188120.0,160.0,36.0,2628.0,7.0,5.0,2003.0,2003.0,106.0,0.0,0.0,764.0,764.0,764.0,862.0,0.0,1626.0,0.0,0.0,2.0,1.0,2.0,1.0,6.0,0.0,2003.0,2.0,474.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,175500.0
52.0,528218150.0,20.0,100.0,18494.0,6.0,5.0,2005.0,2005.0,0.0,0.0,0.0,1324.0,1324.0,1324.0,0.0,0.0,1324.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,2005.0,2.0,430.0,36.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,2010.0,199500.0
53.0,528228285.0,120.0,43.0,3203.0,7.0,5.0,2006.0,2006.0,14.0,16.0,0.0,1129.0,1145.0,1145.0,0.0,0.0,1145.0,0.0,0.0,2.0,0.0,2.0,1.0,6.0,0.0,2006.0,2.0,437.0,100.0,116.0,0.0,0.0,0.0,0.0,0.0,1.0,2010.0,160000.0
54.0,528228440.0,120.0,43.0,3182.0,8.0,5.0,2004.0,2005.0,16.0,24.0,0.0,1232.0,1256.0,1269.0,0.0,0.0,1269.0,0.0,0.0,2.0,0.0,2.0,1.0,6.0,1.0,2004.0,2.0,430.0,146.0,20.0,0.0,0.0,144.0,0.0,0.0,4.0,2010.0,192000.0
55.0,528231020.0,80.0,67.0,13300.0,7.0,5.0,2004.0,2004.0,0.0,326.0,0.0,58.0,384.0,744.0,630.0,0.0,1374.0,1.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,2004.0,2.0,400.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,184500.0
56.0,528240070.0,60.0,55.8,7851.0,6.0,5.0,2002.0,2002.0,47.2,625.0,0.0,235.0,860.0,860.0,1100.0,0.0,1960.0,1.0,0.0,2.0,1.0,4.0,1.0,8.0,2.0,2002.0,2.0,440.0,288.0,48.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,216500.0
57.0,528240130.0,60.0,63.0,8577.0,7.0,5.0,2004.0,2004.0,0.0,0.0,0.0,847.0,847.0,847.0,886.0,0.0,1733.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,2004.0,2.0,433.0,144.0,48.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,185088.0
58.0,528250100.0,80.0,60.2,7750.0,7.0,5.0,2000.0,2000.0,0.0,250.0,0.0,134.0,384.0,774.0,656.0,0.0,1430.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,2000.0,2.0,400.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,180000.0
59.0,528292020.0,60.0,55.6,9505.0,7.0,5.0,2001.0,2001.0,180.0,0.0,0.0,884.0,884.0,884.0,1151.0,0.0,2035.0,0.0,0.0,2.0,1.0,3.0,1.0,8.0,1.0,2001.0,2.0,434.0,144.0,48.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,222500.0
60.0,528328100.0,60.0,108.0,14774.0,9.0,5.0,1999.0,1999.0,165.0,0.0,0.0,1393.0,1393.0,1422.0,1177.0,0.0,2599.0,0.0,0.0,2.0,1.0,4.0,1.0,10.0,1.0,1999.0,3.0,779.0,668.0,30.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,333168.0
61.0,528344070.0,60.0,60.0,17433.0,8.0,5.0,1998.0,1998.0,114.0,0.0,0.0,1629.0,1629.0,1645.0,830.0,0.0,2475.0,0.0,0.0,2.0,1.0,4.0,1.0,7.0,1.0,1998.0,3.0,962.0,23.0,172.0,0.0,0.0,256.0,0.0,0.0,1.0,2010.0,355000.0
62.0,528358010.0,20.0,59.0,10593.0,7.0,5.0,1996.0,1996.0,338.0,919.0,0.0,801.0,1720.0,1720.0,0.0,0.0,1720.0,1.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,1996.0,2.0,527.0,240.0,56.0,154.0,0.0,0.0,0.0,0.0,3.0,2010.0,260400.0
63.0,528363130.0,60.0,98.0,12256.0,8.0,5.0,1994.0,1995.0,362.0,1032.0,0.0,431.0,1463.0,1500.0,1122.0,0.0,2622.0,1.0,0.0,2.0,1.0,3.0,1.0,9.0,2.0,1994.0,2.0,712.0,186.0,32.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,325000.0
64.0,528382020.0,60.0,92.0,11764.0,8.0,7.0,1999.0,2007.0,348.0,524.0,0.0,628.0,1152.0,1164.0,1106.0,0.0,2270.0,0.0,0.0,2.0,1.0,4.0,1.0,9.0,1.0,1999.0,3.0,671.0,132.0,57.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,290000.0
65.0,528382030.0,60.0,58.0,16770.0,7.0,5.0,1998.0,1998.0,30.0,0.0,0.0,1195.0,1195.0,1195.0,644.0,0.0,1839.0,0.0,0.0,2.0,1.0,4.0,1.0,7.0,0.0,1998.0,2.0,486.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,221000.0
66.0,528386040.0,50.0,56.0,14720.0,8.0,5.0,1995.0,1996.0,579.0,816.0,0.0,1217.0,2033.0,2053.0,1185.0,0.0,3238.0,1.0,0.0,2.0,1.0,4.0,1.0,9.0,1.0,1996.0,3.0,666.0,283.0,86.0,0.0,0.0,0.0,0.0,0.0,3.0,2010.0,410000.0
67.0,528445060.0,20.0,73.0,8987.0,8.0,5.0,2005.0,2006.0,226.0,0.0,0.0,1595.0,1595.0,1595.0,0.0,0.0,1595.0,0.0,0.0,2.0,0.0,2.0,1.0,6.0,1.0,2005.0,3.0,880.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,221500.0
68.0,528456160.0,20.0,92.0,9215.0,7.0,5.0,2009.0,2010.0,0.0,0.0,0.0,1218.0,1218.0,1218.0,0.0,0.0,1218.0,0.0,0.0,2.0,0.0,2.0,1.0,4.0,0.0,2009.0,2.0,676.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,204500.0
69.0,528458070.0,60.0,72.0,8640.0,7.0,5.0,2009.0,2009.0,0.0,24.0,0.0,732.0,756.0,764.0,783.0,0.0,1547.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,0.0,2009.0,2.0,614.0,169.0,45.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,215200.0
70.0,528458110.0,20.0,75.0,9000.0,8.0,5.0,2008.0,2008.0,36.0,1078.0,0.0,488.0,1566.0,1566.0,0.0,0.0,1566.0,1.0,0.0,2.0,0.0,3.0,1.0,7.0,0.0,2008.0,2.0,750.0,144.0,168.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,262500.0
71.0,528477080.0,60.0,100.0,12552.0,7.0,5.0,2004.0,2005.0,0.0,222.0,0.0,769.0,991.0,991.0,956.0,0.0,1947.0,0.0,0.0,2.0,1.0,3.0,1.0,8.0,1.0,2004.0,2.0,678.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,254900.0
72.0,528480090.0,20.0,84.0,10440.0,6.0,5.0,2005.0,2005.0,0.0,1414.0,0.0,54.0,1468.0,1468.0,0.0,0.0,1468.0,1.0,0.0,2.0,0.0,2.0,1.0,6.0,1.0,2005.0,2.0,528.0,0.0,102.0,0.0,0.0,216.0,0.0,0.0,5.0,2010.0,271500.0
73.0,531367050.0,60.0,76.0,10142.0,7.0,5.0,2004.0,2004.0,0.0,656.0,0.0,300.0,956.0,956.0,1128.0,0.0,2084.0,1.0,0.0,2.0,1.0,4.0,1.0,8.0,0.0,2004.0,2.0,618.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,2010.0,233000.0
74.0,531369060.0,60.0,70.0,11920.0,7.0,5.0,2004.0,2004.0,122.0,0.0,0.0,831.0,831.0,831.0,828.0,0.0,1659.0,0.0,0.0,2.0,1.0,3.0,1.0,8.0,0.0,2004.0,2.0,484.0,144.0,68.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,181000.0
75.0,531380080.0,60.0,64.2,8880.0,7.0,5.0,1994.0,2002.0,0.0,695.0,0.0,253.0,948.0,1222.0,888.0,0.0,2110.0,1.0,0.0,2.0,1.0,3.0,1.0,8.0,2.0,1994.0,2.0,463.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,205000.0
76.0,531451110.0,120.0,50.0,8012.0,6.0,5.0,1980.0,1980.0,0.0,543.0,119.0,261.0,923.0,923.0,0.0,0.0,923.0,0.0,0.0,2.0,0.0,2.0,1.0,5.0,1.0,1980.0,1.0,264.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,143000.0
77.0,531451280.0,60.0,70.0,11218.0,6.0,5.0,1992.0,1992.0,0.0,0.0,0.0,1055.0,1055.0,1055.0,790.0,0.0,1845.0,0.0,0.0,2.0,1.0,3.0,1.0,8.0,1.0,1992.0,2.0,462.0,635.0,104.0,0.0,0.0,0.0,0.0,400.0,5.0,2010.0,189000.0
78.0,531452020.0,120.0,55.0,7892.0,6.0,5.0,1979.0,1979.0,0.0,0.0,0.0,918.0,918.0,918.0,0.0,0.0,918.0,0.0,0.0,2.0,0.0,2.0,1.0,5.0,1.0,1979.0,1.0,264.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,99500.0
79.0,531452050.0,120.0,50.0,7175.0,6.0,5.0,1984.0,1984.0,0.0,623.0,121.0,0.0,744.0,752.0,0.0,0.0,752.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1984.0,1.0,264.0,353.0,0.0,0.0,0.0,90.0,0.0,0.0,2.0,2010.0,125000.0
80.0,531452180.0,60.0,63.2,9453.0,7.0,7.0,1993.0,2003.0,0.0,402.0,0.0,594.0,996.0,1014.0,730.0,0.0,1744.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,0.0,1993.0,2.0,457.0,370.0,70.0,0.0,238.0,0.0,0.0,0.0,2.0,2010.0,194500.0
